,0
1459,대치동 633
1460,창동 820
1461,마천동 582
1462,장전동 581
1463,광장동 567
1464,하월곡동 230
1465,당감동 479-2
1466,여의도동 41
1467,둔촌동 603
1468,잠원동 74-2
1469,개금동 57
1470,문정동 3
1471,쌍문동 158
1472,대연동 1536-12
1473,연지동 322
1474,천호동 528
1475,신정동 1285
1476,상도동 414
1477,이태원동 22-2
1478,잠원동 63-2
1479,반여동 1088
1480,상암동 1643
1481,공릉동 254
1482,쌍문동 285-5
1483,구포동 1295
1484,방화동 579
1485,신도림동 649
1486,금호동2가 1215
1487,가야동 385-2
1488,남산동 35-8
1489,지사동 1184-1
1490,가락동 199
1491,청학동 85
1492,영선동4가 245-1
1493,이촌동 300-23
1494,반여동 1594-1
1495,상도동 416
1496,석촌동 285
1497,신내동 317
1498,남가좌동 381
1499,목동 941
1500,거제동 38-45
1501,면목동 1529
1502,범천동 851-1
1503,방배동 424-28
1504,대연동 1203-47
1505,역삼동 763-16
1506,역삼동 754
1507,우암동 25-1
1508,신길동 4759
1509,현저동 1019
1510,신공덕동 167
1511,수서동 BL-1
1512,당리동 532
1513,방배동 2001
1514,염창동 270-1
1515,신내동 785
1516,성수동2가 843
1517,연산동 585-6
1518,화명동 1130-9
1519,대치동 1027
1520,복천동 446-1
1521,신수동 450
1522,염창동 295
1523,마천동 607
1524,신도림동 432-1
1525,당산동4가 91
1526,도봉동 595
1527,신정동 1306
1528,구포동 1296
1529,도림동 821
1530,신림동 1736
1531,광안동 1046-7
1532,동대신동2가 313
1533,엄궁동 25-110
1534,연산동 346-11
1535,용두동 791
1536,오류동 346
1537,장위동 316-5
1538,광안동 1069-3
1539,덕포동 793
1540,중계동 34
1541,고척동 336
1542,신길동 67-1
1543,잠원동 53-15
1544,쌍문동 73
1545,성내동 295
1546,하왕십리동 990
1547,남천동 323
1548,방화동 819
1549,명지동 3235
1550,당리동 180
1551,명륜동 756
1552,청담동 127-31
1553,신평동 414-10
1554,개포동 649
1555,가양동 1474
1556,목동 200
1557,개금동 628-1
1558,방화동 875
1559,금호동3가 1662
1560,대연동 242-1
1561,진관동 101
1562,여의도동 42
1563,염창동 268
1564,장안동 95-1
1565,하중동 101
1566,성수동1가 656-320
1567,문현동 806
1568,자양동 670
1569,상계동 1312
1570,우암동 25
1571,구로동 42
1572,괴정동 398-23
1573,문래동3가 77-2
1574,청담동 134-38
1575,반여동 1405-31
1576,신평동 7
1577,원효로4가 118-16
1578,구로동 314
1579,연산동 304-1
1580,마장동 822
1581,천호동 44
1582,일원동 716
1583,청담동 60
1584,양평동3가 79-4
1585,용호동 538-40
1586,용당동 564-3
1587,역삼동 762-3
1588,등촌동 628-15
1589,구로동 1257
1590,연산동 391-1
1591,거제동 1025
1592,서초동 1326-17
1593,장지동 879
1594,재송동 1123-20
1595,진관동 81
1596,중동 718-6
1597,금곡동 1909
1598,진관동 27
1599,용호동 481-8
1600,서초동 1338-1
1601,기장읍 내리 776
1602,암남동 81-12
1603,반여동 982-14
1604,도선동 69
1605,행당동 147
1606,녹번동 276
1607,번동 139
1608,우면동 59
1609,덕포동 51
1610,장림동 333-2
1611,강일동 665
1612,송파동 163-14
1613,신사동 365
1614,오류동 341
1615,당산동3가 561
1616,본동 484
1617,압구정동 426
1618,전포동 878-26
1619,반여동 692-6
1620,북아현동 1011
1621,방배동 1010-1
1622,거제동 769-78
1623,신길동 769-1
1624,상계동 1305
1625,신내동 437
1626,당산동4가 95
1627,목동 549
1628,기장읍 교리 343-1
1629,당산동4가 96
1630,가양동 14-3
1631,구의동 610
1632,성수동1가 656-234
1633,괴정동 352-34
1634,홍은동 456
1635,문현동 351-12
1636,당리동 66
1637,영선동2가 175
1638,장지동 844
1639,장지동 856
1640,문현동 402-70
1641,문래동4가 43
1642,영등포동 649
1643,가락동 80
1644,괴정동 530-13
1645,내발산동 756
1646,중계동 363
1647,봉천동 1720
1648,당감동 495-9
1649,명지동 3246
1650,염창동 263
1651,사당동 1131
1652,서대신동2가 270
1653,세곡동 525
1654,감만동 20-1
1655,덕천동 397-1
1656,감만동 498-2
1657,우동 397-117
1658,장전동 269-3
1659,감천동 181-1
1660,여의도동 47
1661,우면동 773
1662,홍은동 22
1663,당산동5가 7-2
1664,연산동 137
1665,삼선동3가 116
1666,돈암동 603
1667,서동 304-151
1668,문현동 238-233
1669,동소문동4가 279
1670,학장동 571-4
1671,수서동 712
1672,성수동1가 704
1673,방학동 496
1674,거제동 18-3
1675,우동 1007-16
1676,중동 1199-5
1677,양평동4가 12
1678,우면동 717
1679,도곡동 467-7
1680,고척동 320
1681,강일동 695
1682,도곡동 467-19
1683,안암동3가 136-1
1684,개금동 566-51
1685,방학동 732
1686,중계동 590
1687,방화동 890
1688,신림동 1686
1689,창전동 440
1690,진관동 83
1691,사직동 93-8
1692,거제동 577-1
1693,자양동 788
1694,공릉동 748
1695,신정동 1295
1696,오금동 67
1697,금호동3가 700
1698,만덕동 234-1
1699,구로동 23
1700,길동 470
1701,구로동 108-2
1702,덕천동 372-1
1703,정릉동 1025
1704,대조동 231
1705,노량진동 324
1706,도봉동 555
1707,장지동 845
1708,이문동 425
1709,범천동 1589-27
1710,여의도동 54
1711,영주동 160
1712,산천동 204
1713,장전동 74-77
1714,대림동 650
1715,광장동 582
1716,신월동 341-1
1717,상계동 1269
1718,초읍동 365
1719,서초동 1648-2
1720,천호동 568
1721,강일동 717
1722,공릉동 230
1723,동삼동 680-12
1724,면목동 494
1725,응암동 739
1726,범천동 842-2
1727,당감동 659-1
1728,종암동 128
1729,광장동 145-8
1730,개금동 산54-4
1731,가양동 1459
1732,청량리동 212
1733,서초동 1446-11
1734,휘경동 52
1735,연지동 381
1736,가야동 55
1737,번동 136
1738,상계동 1313
1739,문래동5가 14
1740,광안동 172-1
1741,하월곡동 224
1742,신사동 367
1743,상암동 1689
1744,장전동 521-62
1745,거제동 129-1
1746,사당동 1134
1747,송파동 161
1748,상계동 1309
1749,오금동 11
1750,삼성동 87
1751,당감동 518
1752,민락동 336-36
1753,중계동 435-1
1754,고척동 331
1755,염창동 246-23
1756,신도림동 692
1757,부암동 69-5
1758,명륜2가 4
1759,군자동 99
1760,사직동 632-94
1761,압구정동 443
1762,재송동 1157-1
1763,등촌동 691-1
1764,잠원동 58-24
1765,마포동 253
1766,미아동 1355
1767,화곡동 361-1
1768,좌동 970
1769,노량진동 332
1770,광안동 1257
1771,우면동 70
1772,염창동 255
1773,연산동 766-2
1774,강일동 668
1775,반여동 668-1
1776,전농동 687
1777,등촌동 632-4
1778,중동 262-1
1779,옥수동 60
1780,온천동 1680
1781,구산동 547
1782,잠원동 51
1783,반여동 1324
1784,광장동 565
1785,신림동 721-2
1786,상계동 757
1787,진관동 5
1788,목동 951
1789,창동 814
1790,재송동 1187
1791,삼성동 2
1792,진관동 14
1793,천호동 566
1794,방배동 1038
1795,명장동 22-1
1796,여의도동 28
1797,용호동 514-26
1798,미아동 796
1799,상계동 1284
1800,구서동 266-16
1801,우암동 49-2
1802,공릉동 738
1803,자양동 787
1804,신사동 297
1805,명장동 300-55
1806,자양동 784-1
1807,고척동 76-55
1808,일원동 735
1809,우동 345-6
1810,전농동 645-2
1811,당산동4가 29
1812,괴정동 619-16
1813,냉천동 260
1814,중동 181-1
1815,신정동 1307
1816,반여동 1063-4
1817,금곡동 1425
1818,방배동 485-3
1819,숭인동 766
1820,당산동 374
1821,광장동 250
1822,만덕동 839-1
1823,문래동6가 38-1
1824,둔촌동 134-10
1825,초읍동 271-4
1826,회현동1가 208
1827,당감동 792-3
1828,남산동 374-68
1829,영주동 161
1830,방배동 988-1
1831,자양동 644
1832,반여동 1291-1446
1833,연산동 387-1
1834,구로동 685-147
1835,방학동 731
1836,공릉동 91
1837,상계동 1265
1838,반포동 70-1
1839,만덕동 390
1840,중동 390
1841,여의도동 43-4
1842,가락동 192
1843,대연동 86-3
1844,장림동 84-1
1845,온천동 1350
1846,미아동 461
1847,제기동 252
1848,성수동1가 708
1849,삼성동 17
1850,세곡동 533
1851,당리동 534-1
1852,괴정동 1065
1853,암남동 64-2
1854,공릉동 727
1855,신정동 1316
1856,반송동 78
1857,다대동 94
1858,흥인동 13-1
1859,전포동 890-37
1860,압구정동 481
1861,불광동 71-16
1862,우동 1432
1863,서대신동3가 31-57
1864,창동 823
1865,연산동 406-10
1866,마장동 820
1867,중동 1479
1868,천호동 155-5
1869,서초동 1671-5
1870,구로동 43-4
1871,북가좌동 458
1872,여의도동 37
1873,미아동 797
1874,자양동 762
1875,목동 928
1876,방화동 876
1877,기장읍 청강리 258
1878,대림동 785
1879,갈현동 537
1880,거제동 1461-1
1881,다대동 86-6
1882,고척동 343
1883,잠원동 49-8
1884,쌍문동 산69-1
1885,노량진동 57-1
1886,신공덕동 170
1887,잠원동 50-5
1888,홍은동 463
1889,연지동 1-6
1890,구서동 1053
1891,신림동 255-189
1892,염창동 66-9
1893,홍제동 456
1894,동삼동 510-34
1895,신월동 591-1
1896,천왕동 352
1897,문래동6가 55-1
1898,신내동 787
1899,대연동 455-25
1900,남천동 148-17
1901,잠원동 54-7
1902,구포동 1247-10
1903,화곡동 919-1
1904,사당동 169-32
1905,방배동 1018-1
1906,신대방동 710
1907,신정동 1303
1908,서초동 1686-9
1909,동작동 331
1910,구로동 97-2
1911,마곡동 743-4
1912,중동 1515-2
1913,주례동 286
1914,모라동 314
1915,노고산동 107-36
1916,신정동 334
1917,수서동 738
1918,괴정동 614-9
1919,광안동 1255-1
1920,괴정동 398-22
1921,구서동 415-3
1922,방학동 444-31
1923,중계동 592
1924,구의동 587-54
1925,마장동 825
1926,하단동 520-1
1927,당산동3가 559
1928,공릉동 90
1929,반여동 1581-6
1930,홍은동 460
1931,신월동 1041
1932,상계동 1055
1933,청학동 62-60
1934,명장동 26-24
1935,덕천동 362
1936,덕포동 38
1937,청담동 30-33
1938,재송동 131
1939,신도림동 641
1940,만덕동 954
1941,수색동 416-1
1942,장지동 857
1943,망우동 583
1944,동삼동 1124-2
1945,번동 656
1946,홍제동 462
1947,신월동 1033
1948,엄궁동 1-10
1949,장지동 854
1950,방배동 2525
1951,신내동 801
1952,금곡동 96-1
1953,반송동 884
1954,방학동 701-15
1955,도곡동 467-29
1956,개금동 10
1957,하계동 353
1958,청룡동 380-5
1959,온천동 164-66
1960,목동 916
1961,주례동 317
1962,상계동 995
1963,잠원동 53
1964,이촌동 411
1965,삼성동 142-3
1966,진관동 1
1967,연산동 958-6
1968,거제동 1464-3
1969,잠원동 74-1
1970,구포동 851
1971,목동 933
1972,진관동 94
1973,염창동 293
1974,이태원동 729
1975,휘경동 106
1976,방화동 860
1977,광안동 143-1
1978,금호동4가 1507
1979,역삼동 755-1
1980,도곡동 895-8
1981,신정동 336
1982,하단동 605-31
1983,상계동 1128
1984,신길동 102-8
1985,연산동 3
1986,구포동 1294
1987,불광동 638
1988,목동 932
1989,덕천동 388-1
1990,염창동 280
1991,방이동 217
1992,상봉동 496
1993,연산동 57-134
1994,천호동 414
1995,신길동 364
1996,연희동 729
1997,대치동 66
1998,광장동 578
1999,반송동 93
2000,대림동 1123
2001,초읍동 505
2002,수정동 1048-35
2003,시흥동 806
2004,압구정동 447
2005,온천동 152-18
2006,쌍문동 721
2007,원효로4가 178
2008,공릉동 754
2009,좌동 1386
2010,명일동 251-1
2011,한남동 807
2012,기장읍 대라리 128-11
2013,청룡동 87-2
2014,보광동 448
2015,천호동 237
2016,괴정동 571-8
2017,반여동 1291-1414
2018,불광동 637
2019,서초동 1301-6
2020,당산동3가 2-6
2021,도곡동 953-1
2022,명일동 47
2023,정릉동 780
2024,영등포동1가 144
2025,감만동 233-1
2026,신사동 354
2027,청담동 108
2028,상계동 1281
2029,방학동 718-7
2030,시흥동 1006
2031,거여동 291
2032,자양동 87-1
2033,덕포동 198
2034,세곡동 579
2035,거제동 163-1
2036,자양동 792
2037,명륜동 753
2038,명장동 497-1
2039,이촌동 395
2040,구포동 1084-3
2041,대연동 323-6
2042,감천동 682
2043,가야동 50-1
2044,명장동 300-106
2045,장림동 25
2046,문정동 18
2047,염창동 290
2048,종암동 135
2049,충정로3가 465
2050,신림동 1656
2051,북가좌동 459
2052,목동 950
2053,당감동 515-1
2054,신평동 28-1
2055,본동 482
2056,당리동 353-22
2057,상암동 1743
2058,항동 233
2059,면목동 1519
2060,개봉동 477
2061,신내동 487
2062,대림동 1124
2063,구서동 75
2064,이문동 429
2065,잠실동 331
2066,응암동 694-1
2067,상계동 695
2068,방배동 1028-1
2069,당산동5가 13
2070,신수동 453
2071,문정동 146
2072,개봉동 471
2073,자양동 856
2074,신정동 1317
2075,괴정동 11-2
2076,둔촌동 545
2077,신정동 1273
2078,남산동 9
2079,도곡동 543-7
2080,도림동 165-1
2081,장안동 371-1
2082,송파동 171
2083,정릉동 1017
2084,성내동 196-8
2085,잠원동 60-6
2086,당감동 768-1
2087,사직동 13-1
2088,광안동 1254-5
2089,화양동 234
2090,구포동 1246-4
2091,구포동 49
2092,번동 138
2093,용호동 487-8
2094,고척동 306
2095,구의동 546-7
2096,대치동 891-6
2097,안락동 465-1
2098,방배동 725
2099,수안동 34-1
2100,신월동 1055
2101,지사동 1186
2102,가야동 657-50
2103,여의도동 21-2
2104,망원동 509
2105,창전동 442
2106,범천동 859-16
2107,창동 635-42
2108,감만동 46-1
2109,가야동 56-2
2110,신정동 1309
2111,중동 149-1
2112,대치동 63
2113,고척동 327
2114,봉천동 1713
2115,장전동 618-1
2116,모라동 313
2117,오류동 345
2118,구포동 1251-2
2119,망미동 880-84
2120,사당동 1149
2121,부곡동 269-3
2122,번동 191
2123,서초동 1346
2124,괴정동 1064-1
2125,중동 40-12
2126,당리동 407
2127,서동 622
2128,암남동 16-6
2129,등촌동 631-9
2130,신사동 155-1
2131,봉천동 1560-61
2132,부암동 303-6
2133,기장읍 대라리 971
2134,하계동 255-1
2135,진관동 155
2136,길동 414-10
2137,구평동 497
2138,부곡동 364-15
2139,내발산동 751
2140,잠원동 71-11
2141,장지동 843
2142,구의동 199-18
2143,당리동 572
2144,정릉동 1030
2145,문래동5가 23-1
2146,묵동 381
2147,목동 908-34
2148,마곡동 716
2149,모라동 991-2
2150,부암동 601-28
2151,이촌동 418
2152,황학동 2523
2153,성내동 419-1
2154,재송동 1159-1
2155,신대방동 470-8
2156,북가좌동 371-1
2157,사당동 240-15
2158,자양동 855
2159,신월동 1027
2160,문래동6가 46
2161,진관동 150
2162,자양동 789
2163,일원동 615-1
2164,수안동 665-1
2165,상암동 1752
2166,인의동 48-2
2167,용산동5가 24
2168,이촌동 400
2169,서초동 1445-14
2170,양평동4가 51-1
2171,대치동 500
2172,중동 1793
2173,좌천동 808
2174,등촌동 632-2
2175,마천동 576
2176,화명동 733
2177,구서동 735-1
2178,삼성동 4-6
2179,신월동 197-2
2180,온천동 435-1
2181,온천동 1444-1
2182,풍납동 219
2183,장림동 244-6
